date,btc_open,btc_high,btc_low,btc_close,btc_volume,dvol_open,dvol_high,dvol_low,dvol_close,spx_open,spx_high,spx_low,spx_close,spx_volume,vix_open,vix_high,vix_low,vix_close,btc_log_return,spx_log_return,btc_rv_7d,spx_rv_7d,btc_rv_14d,spx_rv_14d,btc_rv_30d,spx_rv_30d
2024-02-08,44349.6,45614.3,44331.1,45288.65,45439.62231,43.82,46.07,43.81,44.91,4995.16015625,5000.39990234375,4987.08984375,4997.91015625,4341860000,12.949999809265137,13.170000076293944,12.739999771118164,12.789999961853027,0.02095275967005496,0.000570420540090595,0.23210270438294206,0.1564900281527132,0.37603325011463634,0.11130533036304179,0.496023934925983,0.10503457779987783
2024-02-09,45288.66,48200.0,45242.12,47132.77,73503.481,44.91,48.67,44.74,47.79,5004.169921875,5030.06005859375,5000.33984375,5026.60986328125,3912990000,12.789999961853027,13.010000228881836,12.6899995803833,12.93000030517578,0.039912063594217916,0.0057259171287955156,0.2699340204596488,0.08958024437524201,0.29691391984497906,0.11224712586920124,0.5050949154979358,0.10573725592899282
2024-02-12,48300.0,50334.82,47710.01,49917.27,59009.96705,51.29,55.53,50.27,54.28,5026.830078125,5048.39013671875,5016.830078125,5021.83984375,3805740000,13.479999542236328,13.9399995803833,13.34000015258789,13.93000030517578,0.05739852225229491,-0.0009494041426524416,0.3705186702962583,0.07997670118399788,0.3515120942098612,0.11319564448100093,0.5242286680607564,0.10594671409386772
2024-02-13,49917.28,50368.61,48300.95,49699.59,55551.56706,54.56,55.31,52.1,52.19,4967.93994140625,4971.2998046875,4920.31005859375,4953.169921875,4302190000,13.960000038146973,17.940000534057617,13.43000030517578,15.850000381469728,-0.004370351494182536,-0.013768609419845444,0.38728815367250763,0.11342079260879448,0.35917899341773896,0.13215674625542606,0.5225778896821025,0.11435068125512214
2024-02-14,49699.6,52043.71,49225.01,51795.17,57046.37401,52.19,56.44,51.72,55.13,4976.43994140625,5002.52001953125,4956.4501953125,5000.6201171875,3845600000,15.380000114440918,15.470000267028809,14.220000267028809,14.380000114440918,0.041300218103198914,0.009534168304216807,0.33279213833741833,0.12429920160004024,0.36432011687046,0.1358816802294753,0.5020282025268922,0.11483283158644951
2024-02-15,51795.17,52816.62,51314.0,51880.0,53816.03055,55.13,57.37,54.38,55.08,5003.14013671875,5032.72021484375,4999.43994140625,5029.72998046875,4137970000,14.270000457763672,14.640000343322754,13.9399995803833,14.010000228881836,0.0016364577734705157,0.00580437267404004,0.35259192902192255,0.1268083722439923,0.3484717721964396,0.13662433546750866,0.4768114182028389,0.11151717189465263
2024-02-16,51880.01,52572.08,51566.0,52124.11,37772.25318,55.08,55.9,54.05,55.24,5031.1298828125,5038.7001953125,4999.52001953125,5005.56982421875,3833270000,13.9399995803833,14.710000038146973,13.75,14.239999771118164,0.004694246184426713,-0.0048150435759610425,0.3750419755638453,0.12478281063220689,0.3393077463571403,0.13697547958963385,0.4715182245222658,0.11219591781467109
2024-02-20,51774.74,52985.0,50760.37,52258.82,49614.47318,56.83,57.83,55.59,55.63,4989.31982421875,4993.7099609375,4955.02001953125,4975.509765625,4034880000,15.09000015258789,15.90999984741211,15.06999969482422,15.420000076293944,0.0025810747942387395,-0.0060234264658172495,0.39507215597760836,0.13033169237851658,0.3287832771402406,0.14018778853952707,0.47130006871832164,0.11468987114167274
2024-02-21,52258.82,52366.8,50625.0,51849.39,43079.40049,55.63,55.63,53.1,54.01,4963.02978515625,4983.2099609375,4946.0,4981.7998046875,3788390000,15.539999961853027,16.1200008392334,15.220000267028809,15.34000015258789,-0.007865510526459354,0.0012634014951035982,0.4001911408703758,0.12375919894329791,0.3280241456782882,0.11685142917236464,0.4416521480590477,0.10880559480710587
2024-02-22,51849.38,52065.78,50940.78,51288.42,35309.44574,54.01,55.76,52.89,55.38,5038.830078125,5094.39013671875,5038.830078125,5087.02978515625,4051710000,14.279999732971191,14.640000343322754,14.119999885559082,14.539999961853027,-0.01087817419895304,0.02090288866640342,0.2773488146986267,0.1819685808096534,0.3447465528286599,0.13558995336413632,0.43910933947676273,0.12202640563006813
