date,btc_open,btc_high,btc_low,btc_close,btc_volume,dvol_open,dvol_high,dvol_low,dvol_close,spx_open,spx_high,spx_low,spx_close,spx_volume,vix_open,vix_high,vix_low,vix_close,btc_log_return,spx_log_return,btc_rv_7d,spx_rv_7d,btc_rv_14d,spx_rv_14d,btc_rv_30d,spx_rv_30d,btc_iv,spx_iv,btc_vrp_7d,spx_vrp_7d,btc_vrp_14d,spx_vrp_14d,btc_vrp_30d,spx_vrp_30d
2021-04-20,55633.14,57076.24,53329.96,56425.0,72744.482151,83.2,84.97,80.79,82.96,4159.18017578125,4159.18017578125,4118.3798828125,4134.93994140625,4342650000,17.360000610351562,19.700000762939453,17.239999771118164,18.68000030517578,0.0141332558447691,-0.0068255610050778,0.7944763338213031,0.0997535532426747,0.5929299846133825,0.102146262751556,,,0.8295999999999999,0.1868000030517578,0.03512366617869678,0.08704644980908312,0.23667001538661736,0.08465374030020181,,
2021-04-21,56425.0,56757.91,53536.02,53787.63,66984.756909,82.96,83.55,80.11,83.0,4128.419921875,4175.02001953125,4126.35009765625,4173.419921875,3887250000,18.479999542236328,19.290000915527344,16.90999984741211,17.5,-0.0478688076233732,0.0092630209198532,0.7928337306050411,0.1133462665762925,0.622488165223876,0.1054408710731982,,,0.83,0.175,0.03716626939495882,0.06165373342370749,0.207511834776124,0.06955912892680179,,
2021-04-22,53787.62,55521.48,50500.0,51690.96,104656.631337,83.0,95.93,76.69,87.39,4170.4599609375,4179.56982421875,4123.68994140625,4134.97998046875,4245140000,17.280000686645508,19.899999618530273,16.989999771118164,18.709999084472656,-0.0397606037870505,-0.0092533378605543,0.5953356071062216,0.1292002773720201,0.6374697648860344,0.111141092410143,,,0.8739,0.18709999084472656,0.27856439289377843,0.05789971347270645,0.23643023511396566,0.07595889843458356,,
2021-04-23,51690.95,52131.85,47500.0,51125.14,132230.780719,87.39,96.28,87.39,89.31,4138.77978515625,4194.169921875,4138.77978515625,4180.169921875,3569880000,18.559999465942383,18.780000686645508,16.799999237060547,17.329999923706055,-0.0110065585476512,0.0108694098955309,0.5935936506549163,0.1410429989523109,0.6332398612104332,0.1044675067673045,,,0.8931,0.17329999923706055,0.2995063493450837,0.03225700028474965,0.2598601387895668,0.06883249246975605,,
2021-04-26,49066.76,54356.62,48753.44,54001.39,86310.802124,93.46,93.57,80.3,82.66,4185.02978515625,4194.18994140625,4182.35986328125,4187.6201171875,3748320000,17.940000534057617,18.170000076293945,16.8700008392334,17.639999389648438,0.0547334342282034,0.0017806845645826,0.7685162309367365,0.1260329045855255,0.6884727437637322,0.1037164131584495,,,0.8266,0.17639999389648436,0.05808376906326351,0.050367089310958874,0.13812725623626776,0.07268358073803487,,
2021-04-27,54001.38,55460.0,53222.0,55011.97,54064.034675,82.66,82.66,74.21,77.53,4188.25,4193.35009765625,4176.22021484375,4186.72021484375,3710700000,17.6200008392334,18.15999984741211,16.969999313354492,17.559999465942383,0.0185410109430216,-0.0002149189814442,0.8032291543765967,0.1242671176702838,0.6800676826267363,0.1041184248795908,,,0.7753,0.17559999465942383,-0.02792915437659671,0.05133287698914003,0.09523231737326365,0.07148156977983303,,
2021-04-28,55011.97,56428.0,53813.16,54846.22,55130.459015,77.53,79.2,75.52,76.96,4185.14013671875,4201.52978515625,4181.77978515625,4183.18017578125,3787360000,17.469999313354492,17.84000015258789,16.670000076293945,17.280000686645508,-0.0030175287936096,-0.000845897587396,0.5617293239551318,0.1189419317392054,0.6569779938674032,0.1041011475259364,,,0.7696,0.17280000686645508,0.2078706760448682,0.053858075127249674,0.11262200613259676,0.06869885934051868,,
2021-04-29,54846.23,55195.84,52330.94,53555.0,52486.019455,76.96,80.62,75.8,80.2,4206.14013671875,4218.77978515625,4176.81005859375,4211.47021484375,4298680000,16.8799991607666,18.8700008392334,16.770000457763672,17.610000610351562,-0.0238241059065467,0.0067400415367024,0.5620104207300279,0.1105316966475425,0.6616515222593755,0.1030759855063723,,,0.802,0.17610000610351562,0.2399895792699721,0.06556830945597311,0.14034847774062453,0.07302402059714332,,
2021-04-30,53555.0,57963.0,53013.01,57694.27,68578.910045,80.2,80.65,73.95,75.09,4198.10009765625,4198.10009765625,4174.85009765625,4181.169921875,4300880000,17.670000076293945,19.25,17.639999389648438,18.61000061035156,0.0744486986071194,-0.0072207134171198,0.6627672394276376,0.1131397102555036,0.7323041643364997,0.1093248836074681,,,0.7509,0.1861000061035156,0.08813276057236241,0.072960295848012,0.018595835663500315,0.0767751224960475,,
2021-05-03,56578.21,58981.44,56435.0,57169.39,57649.931286,79.09,82.3,75.18,81.79,4191.97998046875,4209.39013671875,4188.02978515625,4192.66015625,4070220000,18.649999618530273,19.1200008392334,17.799999237060547,18.309999465942383,-0.0091392465365389,0.0027443216495121,0.5873504064835666,0.0915965075603948,0.6737015552019203,0.1091197414182061,,,0.8179000000000001,0.18309999465942384,0.23054959351643345,0.09150348709902904,0.14419844479807975,0.07398025324121774,,
2021-05-04,57169.39,57200.0,53046.69,53200.01,85324.625903,81.79,88.18,81.79,87.96,4179.0400390625,4179.0400390625,4128.58984375,4164.66015625,4452460000,18.15999984741211,21.850000381469727,18.11000061035156,19.479999542236328,-0.0719600309696674,-0.0067007374898472,0.7802365725561823,0.0798885446796375,0.7271540674201052,0.1119430803415402,,,0.8795999999999999,0.1947999954223633,0.09936342744381765,0.11491145074272578,0.1524459325798947,0.08285691508082309,,
2021-05-05,53205.05,58069.82,52900.0,57436.11,77263.923439,87.96,88.2,83.51,84.39,4177.06005859375,4187.72021484375,4160.93994140625,4167.58984375,4230920000,18.84000015258789,19.579999923706055,17.889999389648438,19.149999618530273,0.0766146152879421,0.0007032164471135,0.8462627991007435,0.0788336609749756,0.818001697048968,0.1015356675387479,,,0.8439,0.19149999618530272,-0.002362799100743551,0.11266633521032712,0.025898302951032015,0.08996432864655482,,
2021-05-06,57436.11,58360.0,55200.0,56393.68,70181.671908,84.39,85.36,80.31,82.14,4169.14013671875,4202.7001953125,4147.330078125,4201.6201171875,4511000000,18.40999984741211,20.600000381469727,18.209999084472656,18.38999938964844,-0.0183161041178487,0.008132299498632,0.8572833335533365,0.0951454563117981,0.8134431032476802,0.1063956442909062,0.6644514248111768,0.1060885831393813,0.8214,0.1838999938964844,-0.035883333553336505,0.0887545375846863,0.007956896752319809,0.0775043496055782,0.15694857518882321,0.0778114107571031
2021-05-07,56393.68,58650.0,55241.63,57314.75,74542.747829,82.14,83.05,78.3,80.56,4210.33984375,4238.0400390625,4201.64013671875,4232.60009765625,4016080000,18.450000762939453,18.56999969482422,16.68000030517578,16.690000534057617,0.0162009122099635,0.0073462914191863,0.8588591583918178,0.1026516106474168,0.7005597498979036,0.1070521099336921,0.6622289852744481,0.1067247505572232,0.8056,0.16690000534057617,-0.05325915839181783,0.06424839469315936,0.10504025010209639,0.059847895406884066,0.14337101472555192,0.06017525478335296
2021-05-10,58240.83,59500.0,53400.0,55816.14,89586.34925,86.05,91.57,85.67,90.26,4228.2900390625,4236.39013671875,4188.1298828125,4188.43017578125,4560700000,17.34000015258789,19.75,17.06999969482422,19.65999984741211,-0.0264949328224086,-0.010490480503138,0.8629320762045722,0.1178920885023078,0.7082262538860632,0.1133110039025001,0.6366303419858188,0.1049411733305428,0.9026000000000001,0.1965999984741211,0.03966792379542783,0.0787079099718133,0.19437374611393687,0.083288994571621,0.26596965801418126,0.0916588251435783
2021-05-11,55816.14,56862.43,54370.0,56670.02,64329.54055,90.26,90.54,84.91,86.27,4150.33984375,4162.0400390625,4111.52978515625,4152.10009765625,4870710000,21.170000076293945,23.729999542236328,20.709999084472656,21.84000015258789,0.0151822482267277,-0.0087117501417815,0.7279278475848902,0.1215927559606401,0.6767747822096327,0.1133125236380595,0.6233918967056619,0.109022680288021,0.8626999999999999,0.2184000015258789,0.13477215241510976,0.0968072455652388,0.1859252177903672,0.1050874778878194,0.23930810329433805,0.1093773212378579
2021-05-12,56670.02,58000.01,48600.0,49631.32,99842.789836,86.27,94.13,82.91,93.86,4130.5498046875,4134.72998046875,4056.8798828125,4063.0400390625,4733070000,22.420000076293945,28.3799991607666,21.65999984741211,27.59000015258789,-0.13262323703978,-0.0216827823583024,1.0710149000207363,0.169083717788028,0.8773923263732575,0.1410789907691957,0.7281062719856322,0.1275275339489875,0.9386,0.2759000015258789,-0.1324149000207363,0.1068162837378509,0.06120767362674251,0.1348210107566832,0.21049372801436783,0.1483724675768914
2021-05-13,49537.15,51367.19,46000.0,49670.97,147332.002121,93.87,103.81,89.19,92.9,4074.989990234375,4131.580078125,4074.989990234375,4112.5,4779540000,26.030000686645508,28.93000030517578,22.229999542236328,23.1299991607666,0.0007985717571492,0.012099644578094,1.0105959859959628,0.1944646874086801,0.8767083932598629,0.1432087160115436,0.7281702899766069,0.1314265508636454,0.929,0.231299991607666,-0.08159598599596274,0.036835304198985924,0.05229160674013711,0.0880912755961224,0.20082971002339312,0.0998734407440206
2021-05-14,49671.92,51483.0,48799.75,49841.45,80082.204306,90.72,101.15,90.37,98.46,4129.580078125,4183.1298828125,4129.580078125,4173.85009765625,4008880000,21.770000457763672,22.100000381469727,18.65999984741211,18.809999465942383,0.0034263093346637,0.0148077785636236,0.8263441467112992,0.2189627329530446,0.8384682410152206,0.1582767755271878,0.7284881638934773,0.1338419004830315,0.9845999999999999,0.18809999465942384,0.15825585328870073,-0.030862738293620767,0.14613175898477937,0.02982321913223604,0.25611183610652266,0.05425809417639235
2021-05-17,46426.83,46686.0,42001.0,43538.04,166657.172736,105.28,158.72,104.94,123.02,4169.919921875,4171.919921875,4142.68994140625,4163.2900390625,4125050000,19.88999938964844,21.579999923706055,19.670000076293945,19.719999313354492,-0.135211928437938,-0.0025332581839619,1.0750233126910689,0.2120050757358973,0.9919153546314136,0.1585763338439325,0.8184047385198963,0.1283303109001433,1.2302,0.19719999313354492,0.15517668730893108,-0.014805082602352387,0.2382846453685864,0.03862365928961242,0.4117952614801037,0.06886968223340162
2021-05-18,43538.02,45799.29,42250.02,42849.78,116979.860784,123.01,123.01,112.83,117.01,4165.93994140625,4169.14990234375,4125.990234375,4127.830078125,4398150000,18.88999938964844,21.450000762939453,18.809999465942383,21.34000015258789,-0.0159345278743997,-0.0085537723840327,1.024377714544897,0.2061238330885728,0.9899713494293269,0.162323281830209,0.8181231869014576,0.1310365084642485,1.1701000000000001,0.2134000015258789,0.14572228545510324,0.0072761684373061075,0.1801286505706733,0.0510767196956699,0.35197681309854256,0.0823634930616304
2021-05-19,42849.78,43584.9,30000.0,36690.09,354347.243161,117.01,144.63,115.28,124.83,4098.4501953125,4116.93017578125,4061.409912109375,4115.68017578125,4247450000,22.459999084472656,25.959999084472656,21.8799991607666,22.18000030517578,-0.1551938194929308,-0.0029477518113784,1.2177293357728762,0.2003925799815471,1.149882549982458,0.1585855745448323,0.9178415919266624,0.1313590089541288,1.2483,0.22180000305175782,0.030570664227123734,0.021407423070210707,0.09841745001754187,0.06321442850692552,0.3304584080733376,0.09044099409762901
2021-05-20,36671.23,42451.67,34850.0,40526.64,203017.596923,124.84,132.06,112.56,119.77,4121.97021484375,4172.7998046875,4121.97021484375,4159.1201171875,3978880000,22.329999923706055,23.5,20.190000534057617,20.670000076293945,0.0994528443006428,0.0104994293345084,1.506740246900576,0.2083856712397199,1.196595644050751,0.1642250213452469,0.9645740300169942,0.1342228114331392,1.1977,0.20670000076293946,-0.30904024690057597,-0.0016856704767804487,0.0011043559492489585,0.04247497941769254,0.23312596998300583,0.07247718932980027
2021-05-21,40525.39,42200.0,33488.0,37252.01,202100.888258,119.77,145.01,112.2,139.98,4168.60986328125,4188.72021484375,4151.72021484375,4155.85986328125,3995250000,20.420000076293945,20.88999938964844,19.530000686645508,20.149999618530273,-0.084253632547951,-0.0007841880752528,1.4178327538681856,0.1437367575011833,1.219240093010889,0.1636058734515195,0.9859870308585234,0.1325144100963335,1.3998,0.20149999618530273,-0.018032753868185702,0.05776323868411942,0.18055990698911084,0.03789412273378323,0.4138129691414766,0.06898558608896924
2021-05-24,34681.44,39920.0,34031.0,38796.29,161630.893971,156.2,156.2,121.77,125.12,4170.16015625,4209.52001953125,4170.16015625,4197.0498046875,3684800000,20.5,20.510000228881836,18.3799991607666,18.399999618530273,0.0406187203994429,0.009862497481216,1.4856327230564588,0.1384667782963112,1.2386004614640265,0.1667529543675087,0.9909958913526524,0.1354163795559035,1.2512,0.18399999618530274,-0.23443272305645868,0.045533217888991534,0.01259953853597362,0.017247041817794045,0.26020410864734766,0.04858361662939925
2021-05-25,38810.99,39791.77,36419.62,38324.72,111996.228404,125.12,131.69,124.43,129.11,4205.93994140625,4213.419921875,4182.52001953125,4188.1298828125,4182250000,18.350000381469727,19.290000915527344,16.8700008392334,18.84000015258789,-0.0122295047056648,-0.0021275454008285,1.4713940926695288,0.1121103518684605,1.1552650522038652,0.1671356947294542,0.965478357848108,0.1353753582575377,1.2911000000000001,0.1884000015258789,-0.18029409266952867,0.07628964965741841,0.13583494779613492,0.021264306796424715,0.32562164215189215,0.05302464326834122
2021-05-26,38324.72,40841.0,37800.44,39241.91,104780.773396,122.03,124.4,116.69,117.02,4191.58984375,4202.60986328125,4184.10986328125,4195.990234375,4420890000,18.3700008392334,18.920000076293945,17.350000381469727,17.360000610351562,0.023650189539076,0.0018750575506104,1.330454842918601,0.1102251860107495,1.1762465125776551,0.1635588095778736,0.9724455956711984,0.1347674339239984,1.1702,0.17360000610351561,-0.16025484291860104,0.06337482009276611,-0.006046512577655205,0.010041196525642004,0.19775440432880154,0.038832572179517216
2021-05-27,39241.92,40411.14,37134.27,38529.98,86547.158794,117.02,119.91,106.59,107.26,4201.93994140625,4213.3798828125,4197.77978515625,4200.8798828125,6406310000,18.030000686645508,18.170000076293945,16.520000457763672,16.739999771118164,-0.0183086687723054,0.0011646360898629,1.3306130191663188,0.087489712019271,1.161319898015517,0.1601741712744616,0.9708022662004614,0.1310956666002828,1.0726,0.16739999771118164,-0.2580130191663188,0.07991028569191064,-0.08871989801551705,0.00722582643672004,0.1017977337995386,0.03630433111089884
2021-05-28,38529.99,38877.83,34684.0,35663.49,135377.62972,107.26,123.33,107.25,122.55,4210.77001953125,4218.35986328125,4203.56982421875,4204.10986328125,4649250000,16.799999237060547,16.860000610351562,15.899999618530272,16.760000228881836,-0.0773091631552114,0.0007685864528873,1.0358075902032906,0.0803065061824103,1.1795998338661051,0.1535999868017045,0.9861615620801264,0.1307213225358337,1.2255,0.16760000228881836,0.18969240979670943,0.08729349610640806,0.045900166133894915,0.014000015487113854,0.23933843791987364,0.036878679752984644
2021-06-01,37253.82,37894.81,35666.0,36693.09,81234.66377,106.47,108.65,105.36,108.23,4216.52001953125,4234.1201171875,4197.58984375,4202.0400390625,5074670000,17.239999771118164,18.530000686645508,15.68000030517578,17.899999618530273,0.0284609775475617,-0.0004924547586291,0.7981770792559515,0.0625175395839559,1.1911830060246644,0.1481481706970942,0.965307444009021,0.1297111732257714,1.0823,0.17899999618530274,0.28412292074404855,0.11648245660134685,-0.10888300602466439,0.03085182548820853,0.11699255599097902,0.04928882295953135
2021-06-02,36694.85,38225.0,35920.0,37568.68,67587.372495,108.23,108.63,101.89,103.17,4206.81982421875,4217.3701171875,4198.27001953125,4208.1201171875,5833670000,17.860000610351562,18.309999465942383,16.739999771118164,17.479999542236328,0.0235822705986549,0.0014458890369002,0.6489354784879905,0.0605461552562983,1.114888773993884,0.1066228224990873,0.9680741514982752,0.1279612196343931,1.0317,0.17479999542236327,0.38276452151200957,0.11425384016606496,-0.08318877399388391,0.06817717292327596,0.06362584850172481,0.04683877578797016
2021-06-03,37568.68,39476.0,37170.0,39246.79,75889.106011,103.17,103.19,97.28,99.19,4191.43017578125,4204.39013671875,4167.93017578125,4192.85009765625,5587970000,17.729999542236328,19.270000457763672,17.450000762939453,18.040000915527344,0.0436989328915869,-0.0036353030560493,0.6570049708625293,0.0326585264094368,1.1447765773546463,0.0998629868361622,0.9762156730896312,0.1258022423025032,0.9919,0.18040000915527343,0.3348950291374707,0.14774148274583665,-0.15287657735464633,0.08053702231911124,0.015684326910368807,0.054597766852770235
2021-06-04,39246.78,39289.07,35555.15,36829.0,91317.799245,99.19,107.61,99.07,102.91,4206.0498046875,4233.4501953125,4206.0498046875,4229.89013671875,4139790000,18.09000015258789,18.420000076293945,16.18000030517578,16.420000076293945,-0.0635840791345629,0.0087953033830163,0.765812107202969,0.059505031212623,1.1570343876416498,0.086566761343774,0.9848233642483872,0.1249457705894294,1.0291,0.16420000076293945,0.2632878927970309,0.10469496955031644,-0.12793438764164988,0.07763323941916545,0.04427663575161267,0.03925423017351004
2021-06-07,35796.31,36900.0,33300.0,33552.79,77574.952573,105.93,108.4,99.89,108.32,4229.33984375,4232.33984375,4215.66015625,4226.52001953125,4476920000,17.34000015258789,17.350000381469727,15.779999732971191,16.420000076293945,-0.0931655588862945,-0.0007970562694215,0.8887343076261703,0.060787895410883,1.0887470305879894,0.0855185505407522,1.012995084705916,0.1212612274749305,1.0832,0.16420000076293945,0.1944656923738296,0.10341210535205644,-0.005547030587989443,0.07868145022218724,0.07020491529408401,0.04293877328800895
2021-06-08,33556.96,34068.01,31000.0,33380.81,123251.189037,108.32,117.07,107.37,111.04,4233.81005859375,4236.740234375,4208.41015625,4227.259765625,4659620000,16.579999923706055,17.75,15.149999618530272,17.06999969482422,-0.0051388354567866,0.0001750095494412,0.8947575993142369,0.0609893710465577,1.0902233666978824,0.0736603887358687,0.9923258121193638,0.1211879052140069,1.1104,0.1706999969482422,0.21564240068576312,0.1097106259016845,0.020176633302117608,0.0970396082123735,0.11807418788063628,0.049512091734235306
2021-06-09,33380.8,37534.79,32396.82,37388.05,136607.597517,111.04,111.9,105.08,105.82,4232.990234375,4237.08984375,4218.740234375,4219.5498046875,4713260000,17.18000030517578,17.959999084472656,15.550000190734863,17.889999389648438,0.1133699506800925,-0.0018255325906156,1.095208273791667,0.0631613294275363,1.0279612182608444,0.0724313652071318,1.0569909983341976,0.121338802810493,1.0582,0.17889999389648437,-0.037008273791667046,0.11573866446894807,0.030238781739155618,0.10646862868935257,0.0012090016658024005,0.057561191085991364
2021-06-10,37388.05,38491.0,35782.0,36675.72,109527.284943,105.82,105.9,98.95,99.46,4228.56005859375,4249.740234375,4220.33984375,4239.18017578125,4408210000,18.18000030517578,18.290000915527344,16.010000228881836,16.100000381469727,-0.0192361789087449,0.0046414547764629,1.0928771208502182,0.0670819957258354,0.9267335308278404,0.0623201102076015,1.0567220557680557,0.1219448155295846,0.9945999999999999,0.16100000381469726,-0.09827712085021822,0.09391800808886186,0.06786646917215955,0.09867989360709575,-0.06212205576805574,0.03905518828511266
2021-06-11,36677.83,37680.4,35936.77,37331.98,78466.0053,99.46,99.72,95.96,97.22,4242.89990234375,4248.3798828125,4232.25,4247.43994140625,3815010000,16.18000030517578,16.200000762939453,15.149999618530272,15.649999618530272,0.017735376231755,0.0019465389328083,1.088115667479127,0.0672083076584683,0.8608856178957504,0.0615696289138013,1.060024010354654,0.1205776950097868,0.9722,0.15649999618530272,-0.11591566747912707,0.08929168852683442,0.1113143821042496,0.09493036727150142,-0.08782401035465415,0.035922301175515925
2021-06-14,39020.56,41064.05,38730.0,40516.29,108522.391949,102.86,103.04,96.73,98.88,4248.31005859375,4255.58984375,4234.06982421875,4255.14990234375,4151200000,16.040000915527344,17.040000915527344,15.039999961853027,16.389999389648438,0.0818537834951041,0.0018135563851361,1.1744588070342796,0.0575654916339193,0.9145601725621324,0.0486332804123571,1.0654767672827643,0.1185172647873649,0.9887999999999999,0.16389999389648438,-0.18565880703427973,0.10633450226256508,0.0742398274378675,0.11526671348412729,-0.0766767672827644,0.045382729109119474
2021-06-15,40516.28,41330.0,39506.4,40144.04,80679.622838,98.88,99.31,95.83,96.77,4255.27978515625,4257.16015625,4238.35009765625,4246.58984375,4048940000,16.270000457763672,17.350000381469727,16.139999389648438,17.020000457763672,-0.0092301294285584,-0.0020137199542758,1.0838073459344024,0.0380418528630552,0.9136738171126876,0.0484944011308539,1.0654748411617114,0.1185661048032111,0.9677,0.17020000457763673,-0.11610734593440242,0.13215815171458153,0.054026182887312424,0.12170560344678283,-0.09777484116171142,0.05163389977442563
