date,btc_open,btc_high,btc_low,btc_close,btc_volume,dvol_open,dvol_high,dvol_low,dvol_close,spx_open,spx_high,spx_low,spx_close,spx_volume,vix_open,vix_high,vix_low,vix_close
2021-05-25,38810.99,39791.77,36419.62,38324.72,111996.228404,125.12,131.69,124.43,129.11,4205.93994140625,4213.419921875,4182.52001953125,4188.1298828125,4182250000,18.350000381469727,19.290000915527344,16.8700008392334,18.84000015258789
2021-05-26,38324.72,40841.0,37800.44,39241.91,104780.773396,122.03,124.4,116.69,117.02,4191.58984375,4202.60986328125,4184.10986328125,4195.990234375,4420890000,18.3700008392334,18.920000076293945,17.350000381469727,17.360000610351562
2021-05-27,39241.92,40411.14,37134.27,38529.98,86547.158794,117.02,119.91,106.59,107.26,4201.93994140625,4213.3798828125,4197.77978515625,4200.8798828125,6406310000,18.030000686645508,18.170000076293945,16.520000457763672,16.739999771118164
2021-05-28,38529.99,38877.83,34684.0,35663.49,135377.62972,107.26,123.33,107.25,122.55,4210.77001953125,4218.35986328125,4203.56982421875,4204.10986328125,4649250000,16.799999237060547,16.860000610351562,15.899999618530272,16.760000228881836
2021-06-01,37253.82,37894.81,35666.0,36693.09,81234.66377,106.47,108.65,105.36,108.23,4216.52001953125,4234.1201171875,4197.58984375,4202.0400390625,5074670000,17.239999771118164,18.530000686645508,15.68000030517578,17.899999618530273
2021-06-02,36694.85,38225.0,35920.0,37568.68,67587.372495,108.23,108.63,101.89,103.17,4206.81982421875,4217.3701171875,4198.27001953125,4208.1201171875,5833670000,17.860000610351562,18.309999465942383,16.739999771118164,17.479999542236328
2021-06-03,37568.68,39476.0,37170.0,39246.79,75889.106011,103.17,103.19,97.28,99.19,4191.43017578125,4204.39013671875,4167.93017578125,4192.85009765625,5587970000,17.729999542236328,19.270000457763672,17.450000762939453,18.040000915527344
2021-06-04,39246.78,39289.07,35555.15,36829.0,91317.799245,99.19,107.61,99.07,102.91,4206.0498046875,4233.4501953125,4206.0498046875,4229.89013671875,4139790000,18.09000015258789,18.420000076293945,16.18000030517578,16.420000076293945
2021-06-07,35796.31,36900.0,33300.0,33552.79,77574.952573,105.93,108.4,99.89,108.32,4229.33984375,4232.33984375,4215.66015625,4226.52001953125,4476920000,17.34000015258789,17.350000381469727,15.779999732971191,16.420000076293945
2021-06-08,33556.96,34068.01,31000.0,33380.81,123251.189037,108.32,117.07,107.37,111.04,4233.81005859375,4236.740234375,4208.41015625,4227.259765625,4659620000,16.579999923706055,17.75,15.149999618530272,17.06999969482422
2021-06-09,33380.8,37534.79,32396.82,37388.05,136607.597517,111.04,111.9,105.08,105.82,4232.990234375,4237.08984375,4218.740234375,4219.5498046875,4713260000,17.18000030517578,17.959999084472656,15.550000190734863,17.889999389648438
2021-06-10,37388.05,38491.0,35782.0,36675.72,109527.284943,105.82,105.9,98.95,99.46,4228.56005859375,4249.740234375,4220.33984375,4239.18017578125,4408210000,18.18000030517578,18.290000915527344,16.010000228881836,16.100000381469727
2021-06-11,36677.83,37680.4,35936.77,37331.98,78466.0053,99.46,99.72,95.96,97.22,4242.89990234375,4248.3798828125,4232.25,4247.43994140625,3815010000,16.18000030517578,16.200000762939453,15.149999618530272,15.649999618530272
2021-06-14,39020.56,41064.05,38730.0,40516.29,108522.391949,102.86,103.04,96.73,98.88,4248.31005859375,4255.58984375,4234.06982421875,4255.14990234375,4151200000,16.040000915527344,17.040000915527344,15.039999961853027,16.389999389648438
2021-06-15,40516.28,41330.0,39506.4,40144.04,80679.622838,98.88,99.31,95.83,96.77,4255.27978515625,4257.16015625,4238.35009765625,4246.58984375,4048940000,16.270000457763672,17.350000381469727,16.139999389648438,17.020000457763672
2021-06-16,40143.8,40527.14,38116.01,38349.01,87771.976937,96.77,97.16,92.97,95.25,4248.8701171875,4251.89013671875,4202.4501953125,4223.7001953125,4538350000,16.989999771118164,19.11000061035156,16.420000076293945,18.149999618530273
2021-06-17,38349.0,39559.88,37365.0,38092.97,79541.307119,95.25,95.66,92.08,95.28,4220.3701171875,4232.2900390625,4196.0498046875,4221.85986328125,5312680000,18.489999771118164,19.219999313354492,16.709999084472656,17.75
2021-06-18,38092.97,38202.84,35129.29,35819.84,95228.042935,95.28,99.86,94.1,94.73,4204.77978515625,4204.77978515625,4164.39990234375,4166.4501953125,6817010000,16.959999084472656,21.040000915527344,16.920000076293945,20.700000762939453
2021-06-21,35600.17,35750.0,31251.23,31608.93,168778.873159,95.63,106.3,94.1,106.23,4173.39990234375,4226.240234375,4173.39990234375,4224.7900390625,4128950000,21.739999771118164,21.81999969482422,17.809999465942383,17.889999389648438
2021-06-22,31614.12,33298.78,28805.0,32509.56,204208.179762,106.23,117.76,105.11,107.01,4224.60986328125,4255.83984375,4217.27001953125,4246.43994140625,3828390000,17.90999984741211,18.31999969482422,15.760000228881836,16.65999984741211
2021-06-23,32509.56,34881.0,31683.0,33678.07,126966.100563,107.01,107.59,99.01,102.21,4249.27001953125,4256.60009765625,4241.43017578125,4241.83984375,3730350000,16.25,16.84000015258789,14.859999656677246,16.31999969482422
2021-06-24,33675.07,35298.0,32286.57,34663.09,86625.80426,102.21,103.01,99.21,100.99,4256.97021484375,4271.27978515625,4256.97021484375,4266.490234375,3816660000,15.989999771118164,16.049999237060547,14.1899995803833,15.970000267028809
2021-06-25,34663.08,35500.0,31275.0,31584.45,116061.130356,97.58,105.37,97.11,105.3,4274.4501953125,4286.1201171875,4271.16015625,4280.7001953125,7341450000,16.040000915527344,16.170000076293945,15.210000038146973,15.619999885559082
2021-06-28,34702.49,35297.71,33862.72,34494.89,82222.267819,106.41,107.23,103.85,104.3,4284.89990234375,4292.14013671875,4274.669921875,4290.60986328125,4147890000,16.06999969482422,16.459999084472656,15.390000343322754,15.760000228881836
2021-06-29,34494.89,36600.0,34225.43,35911.73,90788.79622,104.3,105.03,98.06,98.86,4293.2099609375,4300.52001953125,4287.0400390625,4291.7998046875,3707150000,15.6899995803833,16.309999465942383,14.100000381469728,16.020000457763672
2021-06-30,35911.72,36100.0,34017.55,35045.0,77152.197634,98.86,106.36,98.79,104.51,4290.64990234375,4302.43017578125,4287.9599609375,4297.5,4266040000,16.18000030517578,17.309999465942383,15.579999923706056,15.829999923706056
2021-07-01,35045.0,35057.57,32711.0,33504.69,71708.266112,103.8,105.94,101.96,102.38,4300.72998046875,4320.66015625,4300.72998046875,4319.93994140625,3788230000,15.619999885559082,16.010000228881836,15.3100004196167,15.479999542236328
2021-07-02,33502.33,33977.04,32699.0,33786.55,56172.181378,102.38,103.34,98.72,99.23,4326.60009765625,4355.43017578125,4326.60009765625,4352.33984375,3225840000,15.529999732971191,15.539999961853027,14.25,15.06999969482422
2021-07-06,33690.15,35118.88,33532.0,34220.01,58210.596349,96.39,96.57,94.45,95.74,4356.4599609375,4356.4599609375,4314.3701171875,4343.5400390625,4309570000,15.770000457763672,17.940000534057617,15.729999542236328,16.440000534057617
2021-07-07,34220.02,35059.09,33777.77,33862.12,53807.521675,95.74,95.82,93.77,94.93,4351.009765625,4361.8798828125,4329.7900390625,4358.1298828125,4037380000,16.43000030517578,17.639999389648438,16.079999923706055,16.200000762939453
2021-07-08,33862.11,33929.64,32077.0,32875.71,70136.48032,95.19,95.84,93.22,94.43,4321.06982421875,4330.8798828125,4289.3701171875,4320.81982421875,4347500000,17.739999771118164,21.290000915527344,17.739999771118164,19.0
2021-07-09,32875.71,34100.0,32261.07,33815.81,47153.939899,94.43,95.11,90.64,90.89,4329.3798828125,4371.60009765625,4329.3798828125,4369.5498046875,3531120000,17.8799991607666,18.1299991607666,16.079999923706055,16.18000030517578
2021-07-12,34259.0,34678.43,32658.34,33086.63,48181.403762,88.71,91.18,88.19,90.51,4372.41015625,4386.68017578125,4364.02978515625,4384.6298828125,3384460000,16.850000381469727,17.520000457763672,16.139999389648438,16.170000076293945
2021-07-13,33086.94,33340.0,32202.25,32729.77,41126.361008,90.51,91.37,89.34,90.81,4381.06982421875,4392.3701171875,4366.919921875,4369.2099609375,3695430000,16.389999389648438,17.229999542236328,15.9399995803833,17.1200008392334
2021-07-14,32729.12,33114.03,31550.0,32820.02,46777.823484,90.81,91.28,86.64,86.97,4380.10986328125,4393.68017578125,4362.35986328125,4374.2998046875,4006370000,17.34000015258789,17.510000228881836,15.949999809265137,16.329999923706055
2021-07-15,32820.03,33185.25,31133.0,31880.0,51639.576353,86.97,87.05,84.27,85.55,4369.02001953125,4369.02001953125,4340.7001953125,4360.02978515625,3905230000,16.700000762939453,18.09000015258789,16.559999465942383,17.010000228881836
2021-07-16,31874.49,32249.18,31020.0,31383.87,48499.864154,85.55,86.32,82.37,82.59,4367.43017578125,4375.08984375,4322.52978515625,4327.16015625,3985700000,16.799999237060547,18.700000762939453,16.030000686645508,18.450000762939453
2021-07-19,31778.57,31899.0,30407.44,30839.65,47340.468499,83.52,88.52,83.3,88.46,4296.39990234375,4296.39990234375,4233.1298828125,4258.490234375,5157660000,19.61000061035156,25.09000015258789,19.270000457763672,22.5
2021-07-20,30839.65,31063.07,29278.0,29790.35,61034.049017,88.46,92.68,88.1,91.49,4265.10986328125,4336.83984375,4262.0498046875,4323.06005859375,4438270000,20.88999938964844,22.969999313354492,19.3700008392334,19.729999542236328
2021-07-21,29790.34,32858.0,29482.61,32144.51,82796.265128,91.49,91.49,86.96,87.86,4331.1298828125,4359.7001953125,4331.1298828125,4358.68994140625,3810280000,19.729999542236328,19.81999969482422,17.809999465942383,17.90999984741211
2021-07-22,32144.51,32591.35,31708.0,32287.83,46148.092433,87.86,87.86,84.31,84.64,4361.27001953125,4369.8701171875,4350.06005859375,4367.47998046875,3358300000,17.59000015258789,18.450000762939453,17.399999618530273,17.690000534057617
2021-07-23,32287.58,33650.0,31924.32,33634.09,50112.863626,84.64,84.74,79.9,81.75,4381.2001953125,4415.18017578125,4381.2001953125,4411.7900390625,4540070000,16.979999542236328,17.479999542236328,16.329999923706055,17.200000762939453
2021-07-26,35381.02,40550.0,35205.78,37237.6,152452.512724,83.9,91.63,83.9,87.68,4409.580078125,4422.72998046875,4405.4501953125,4422.2998046875,4275630000,18.670000076293945,19.38999938964844,17.530000686645508,17.579999923706055
2021-07-27,37241.33,39542.61,36383.0,39457.87,88397.267015,87.68,91.84,84.94,91.84,4416.3798828125,4416.3798828125,4372.509765625,4401.4599609375,4241950000,18.6200008392334,20.440000534057617,18.25,19.36000061035156
2021-07-28,39456.61,40900.0,38772.0,40019.56,101344.528441,91.84,96.55,91.84,95.68,4402.9501953125,4415.47021484375,4387.009765625,4400.64013671875,4215290000,19.40999984741211,19.6200008392334,17.520000457763672,18.309999465942383
2021-07-29,40019.57,40640.0,39200.0,40016.48,53998.439283,95.68,95.76,91.62,93.24,4403.58984375,4429.97021484375,4403.58984375,4419.14990234375,4044600000,17.90999984741211,18.010000228881836,17.190000534057617,17.700000762939453
2021-07-30,40018.49,42316.71,38313.23,42206.37,73602.784805,93.24,94.19,86.32,93.49,4395.1201171875,4412.25,4389.64990234375,4395.259765625,3956740000,19.690000534057617,19.719999313354492,17.530000686645508,18.239999771118164
2021-08-02,39850.27,40480.01,38690.0,39147.82,50837.351954,89.3,91.09,88.07,88.52,4406.85986328125,4422.18017578125,4384.81005859375,4387.16015625,3724090000,18.15999984741211,19.8700008392334,17.989999771118164,19.459999084472656
2021-08-03,39146.86,39780.0,37642.03,38207.05,57117.435853,88.52,91.4,88.35,89.04,4392.740234375,4423.7900390625,4373.0,4423.14990234375,3965190000,19.170000076293945,20.440000534057617,17.700000762939453,18.040000915527344
2021-08-04,38207.04,39969.66,37508.56,39723.18,52329.35243,89.04,92.15,88.9,91.94,4415.9501953125,4416.169921875,4400.22998046875,4402.66015625,4260760000,18.229999542236328,18.899999618530273,17.670000076293945,17.969999313354492
2021-08-05,39723.17,41350.0,37332.7,40862.46,84343.755621,91.94,96.61,91.45,96.09,4408.85986328125,4429.759765625,4408.85986328125,4429.10009765625,3769410000,17.729999542236328,17.84000015258789,17.229999542236328,17.280000686645508
2021-08-06,40862.46,43392.43,39853.86,42836.87,75753.941347,96.09,96.09,90.97,93.62,4429.06982421875,4440.81982421875,4429.06982421875,4436.52001953125,3451870000,17.459999084472656,17.5,16.139999389648438,16.149999618530273
2021-08-09,43794.36,46454.15,42779.0,46253.4,74587.884845,95.99,107.37,95.78,106.97,4437.77001953125,4439.39013671875,4424.740234375,4432.35009765625,3449280000,17.1200008392334,17.389999389648438,16.59000015258789,16.719999313354492
2021-08-10,46248.87,46700.0,44589.46,45584.99,53814.643421,106.97,108.01,103.35,103.35,4435.7900390625,4445.2099609375,4430.02978515625,4436.75,3886610000,16.81999969482422,17.049999237060547,16.34000015258789,16.790000915527344
2021-08-11,45585.0,46743.47,45341.14,45511.0,52734.901977,103.35,103.64,100.33,100.53,4442.18017578125,4449.43994140625,4436.419921875,4442.41015625,3532560000,16.809999465942383,17.09000015258789,16.06999969482422,16.170000076293945
2021-08-12,45510.67,46218.12,43770.0,44399.0,55266.108781,100.52,101.79,97.55,98.06,4446.080078125,4461.77001953125,4435.9599609375,4460.830078125,3375310000,16.329999923706055,16.420000076293945,15.489999771118164,15.59000015258789
2021-08-13,44400.06,47886.0,44217.39,47800.0,48239.370431,98.06,100.95,93.79,100.3,4464.83984375,4468.3701171875,4460.81982421875,4468.0,3016470000,15.68000030517578,15.720000267028809,15.1899995803833,15.449999809265137
2021-08-16,46973.82,48053.83,45660.0,45901.29,52480.574014,98.69,99.38,97.61,98.3,4461.64990234375,4480.259765625,4437.66015625,4479.7099609375,3370640000,17.049999237060547,17.709999084472656,16.020000457763672,16.1200008392334
2021-08-17,45901.3,47160.0,44376.0,44695.95,57039.341629,98.3,98.54,95.22,96.68,4462.1201171875,4462.1201171875,4417.830078125,4448.080078125,3836960000,17.309999465942383,19.559999465942383,16.709999084472656,17.90999984741211
2021-08-18,44695.95,46000.0,44203.28,44705.29,54099.415985,96.67,97.81,94.16,95.81,4440.93994140625,4454.31982421875,4397.58984375,4400.27001953125,3755590000,17.559999465942383,21.63999938964844,17.309999465942383,21.56999969482422
2021-08-19,44699.37,47033.0,43927.7,46760.62,53411.75392,95.81,96.27,93.15,94.5,4382.43994140625,4418.60986328125,4367.72998046875,4405.7998046875,4398410000,23.1200008392334,24.739999771118164,20.3700008392334,21.670000076293945
2021-08-20,46760.62,49382.99,46622.99,49322.47,56850.352228,94.5,95.39,91.5,93.06,4410.56005859375,4444.35009765625,4406.7998046875,4441.669921875,3652610000,22.739999771118164,23.899999618530273,18.18000030517578,18.559999465942383
2021-08-23,49239.22,50500.0,49029.0,49488.85,52462.541954,94.83,95.28,92.94,93.64,4450.2900390625,4489.8798828125,4450.2900390625,4479.52978515625,3576530000,18.829999923706055,18.950000762939453,16.950000762939453,17.149999618530273
2021-08-24,49488.85,49860.0,47600.0,47674.01,51014.594748,93.64,93.72,90.98,92.85,4484.39990234375,4492.81005859375,4482.27978515625,4486.22998046875,3979220000,16.959999084472656,17.510000228881836,16.940000534057617,17.219999313354492
2021-08-25,47674.01,49264.3,47126.28,48973.32,44655.830342,92.85,93.78,90.22,93.62,4490.4501953125,4501.7099609375,4485.66015625,4496.18994140625,3444700000,17.420000076293945,17.5,16.459999084472656,16.790000915527344
2021-08-26,48973.32,49352.84,46250.0,46843.87,49371.277774,93.62,94.46,88.82,93.87,4493.75,4495.89990234375,4468.990234375,4470.0,3263980000,17.459999084472656,19.270000457763672,17.15999984741211,18.84000015258789
2021-08-27,46843.86,49149.93,46348.0,49069.9,42068.104965,93.87,94.35,87.96,90.92,4474.10009765625,4513.330078125,4474.10009765625,4509.3701171875,3331200000,17.950000762939453,18.219999313354492,16.110000610351562,16.389999389648438
2021-08-30,48767.84,48888.61,46853.0,46982.91,40288.35083,90.6,92.09,89.26,92.08,4513.759765625,4537.35986328125,4513.759765625,4528.7900390625,3168660000,16.770000457763672,16.799999237060547,15.979999542236328,16.190000534057617
2021-08-31,46982.91,48246.11,46700.0,47100.89,48645.52737,92.08,92.36,90.89,91.08,4529.75,4531.39013671875,4515.7998046875,4522.68017578125,4290710000,15.979999542236328,17.06999969482422,15.90999984741211,16.479999542236328
2021-09-01,47100.89,49156.0,46512.0,48810.52,49904.65528,91.08,94.08,90.96,93.65,4528.7998046875,4537.10986328125,4522.02001953125,4524.08984375,4057340000,16.059999465942383,16.709999084472656,15.68000030517578,16.110000610351562
2021-09-02,48810.51,50450.13,48584.06,49246.64,54410.770538,93.65,97.1,92.82,92.82,4534.47998046875,4545.85009765625,4524.66015625,4536.9501953125,3735990000,16.270000457763672,16.979999542236328,15.729999542236328,16.40999984741211
2021-09-03,49246.63,51000.0,48316.84,49999.14,59025.644157,92.82,92.98,89.6,90.15,4532.419921875,4541.4501953125,4521.2998046875,4535.43017578125,3217530000,16.270000457763672,17.059999465942383,16.079999923706055,16.40999984741211
2021-09-07,52666.2,52920.0,42843.05,46863.73,123048.802719,92.86,97.38,90.7,95.16,4535.3798828125,4535.3798828125,4513.0,4520.02978515625,3822960000,16.940000534057617,18.38999938964844,16.889999389648438,18.13999938964844
2021-09-08,46868.57,47340.99,44412.02,46048.31,65069.3152,95.16,95.75,90.89,92.31,4518.08984375,4521.7900390625,4493.9501953125,4514.06982421875,3750880000,18.969999313354492,19.63999938964844,17.780000686645508,17.959999084472656
2021-09-09,46048.31,47399.97,45513.08,46395.14,50651.66002,92.31,92.68,90.8,91.95,4513.02001953125,4529.89990234375,4492.06982421875,4493.27978515625,3735390000,19.440000534057617,19.540000915527344,17.170000076293945,18.799999237060547
