date,btc_open,btc_high,btc_low,btc_close,btc_volume,dvol_open,dvol_high,dvol_low,dvol_close,spx_open,spx_high,spx_low,spx_close,spx_volume,vix_open,vix_high,vix_low,vix_close,btc_log_return,spx_log_return,btc_rv_7d,spx_rv_7d,btc_rv_14d,spx_rv_14d,btc_rv_30d,spx_rv_30d,btc_iv,spx_iv,btc_vrp_7d,spx_vrp_7d,btc_vrp_14d,spx_vrp_14d,btc_vrp_30d,spx_vrp_30d,btc_stress,spx_stress,global_stress,regime_label
2022-06-29,20281.28,20432.31,19854.92,20123.01,77309.04379,87.5,91.54,86.17,91.37,3825.090087890625,3836.5,3799.02001953125,3818.830078125,4211240000,28.799999237060547,29.36000061035156,27.850000381469727,28.15999984741211,-0.0078348497395383,-0.0007119988201726,0.4832742578225776,0.274591311871448,1.1839244112138405,0.3394303482925814,0.9697129235854434,0.306289952299928,0.9137,0.2815999984741211,0.4304257421774224,0.0070086866026731,-0.2702244112138404,-0.0578303498184603,-0.0560129235854433,-0.0246899538258069,1,1,1,stress
2022-06-30,20123.0,20179.08,18626.0,19942.21,93846.64806,91.37,99.17,90.93,94.14,3785.989990234375,3818.989990234375,3738.669921875,3785.3798828125,4840070000,29.420000076293945,30.219999313354492,28.280000686645508,28.709999084472656,-0.0090253455381861,-0.0087978662463676,0.4726858331170831,0.2505489956827776,1.1816948493400024,0.329110813372488,0.9650447663874416,0.2999593475400729,0.9414,0.2870999908447265,0.4687141668829169,0.0365509951619489,-0.2402948493400023,-0.0420108225277614,-0.0236447663874416,-0.0128593566953463,1,1,1,stress
2022-07-01,19942.21,20918.35,18975.0,19279.8,111844.59494,94.14,95.49,90.28,92.97,3781.0,3829.820068359375,3752.10009765625,3825.330078125,4046950000,29.530000686645508,29.59000015258789,26.690000534057617,26.700000762939453,-0.0337806752051056,0.0104985112966391,0.4664375542111325,0.2563684861987628,1.181647610055852,0.3129223547266454,0.9577994381618364,0.2787381250182721,0.9297,0.2670000076293945,0.4632624457888675,0.0106315214306317,-0.251947610055852,-0.0459223470972509,-0.0280994381618364,-0.0117381173888775,1,0,1,stress
2022-07-05,20236.71,20750.0,19304.4,20175.83,96041.13756,86.99,87.51,84.43,86.08,3792.610107421875,3832.18994140625,3742.06005859375,3831.389892578125,5076590000,27.3700008392334,29.81999969482422,27.299999237060547,27.540000915527344,0.0454274376499564,0.0015828751061934,0.4176640511765511,0.2516180315029987,0.6074491117575274,0.2599000303863241,0.9526593103570984,0.2784107721231554,0.8608,0.2754000091552734,0.4431359488234489,0.0237819776522747,0.2533508882424726,0.0154999787689493,-0.0918593103570983,-0.0030107629678819,1,1,1,stress
2022-07-06,20175.84,20675.22,19761.25,20564.51,82439.5808,81.78,84.1,81.62,82.25,3831.97998046875,3870.909912109375,3809.3701171875,3845.080078125,4417720000,27.84000015258789,28.06999969482422,26.43000030517578,26.729999542236328,0.0190814211736067,0.0035667957050661,0.4407731474890354,0.1566257687644463,0.6164689268327684,0.2588510973565165,0.9544063862069652,0.2786666582385565,0.8225,0.2672999954223632,0.3817268525109646,0.1106742266579169,0.2060310731672315,0.0084488980658467,-0.1319063862069651,-0.0113666628161932,1,0,1,stress
2022-07-07,20564.51,21838.1,20251.68,21624.98,85014.58261,82.25,82.97,80.73,81.35,3858.85009765625,3910.6298828125,3858.85009765625,3902.6201171875,4057770000,26.729999542236328,26.790000915527344,25.65999984741211,26.079999923706055,0.0502823534538491,0.0148537231809303,0.5224070846224246,0.1876057592929509,0.6528342995403817,0.259196615646962,0.9709800218539608,0.2767703394025508,0.8134999999999999,0.2607999992370605,0.2910929153775753,0.0731942399441096,0.1606657004596181,0.0016033835900985,-0.1574800218539609,-0.0159703401654902,1,0,1,stress
2022-07-08,21624.99,22527.37,21189.26,21594.75,403081.57349,81.35,82.71,77.8,78.39,3888.260009765625,3918.5,3869.340087890625,3899.3798828125,3521620000,26.40999984741211,26.61000061035156,24.43000030517578,24.63999938964844,-0.0013988983702488,-0.0008306163961273,0.4884030686248773,0.1240870912635349,0.4734377368036024,0.2048632843375441,0.9676115145135994,0.2758462635585528,0.7839,0.2463999938964844,0.2954969313751227,0.1223129026329495,0.3104622631963976,0.0415367095589402,-0.1837115145135993,-0.0294462696620683,1,0,1,stress
2022-07-11,20861.11,20868.48,19875.23,19963.61,137535.40724,75.86,80.67,75.5,80.52,3880.93994140625,3880.93994140625,3847.219970703125,3854.429931640625,3423480000,26.420000076293945,26.739999771118164,25.790000915527344,26.170000076293945,-0.07853911333852,-0.0115944176605255,0.7199158619660689,0.1514750638919762,0.5891638779172295,0.2157939309429064,0.9871155645443512,0.2761015382176011,0.8051999999999999,0.2617000007629395,0.0852841380339309,0.1102249368709632,0.2160361220827704,0.045906069820033,-0.1819155645443513,-0.0144015374546616,1,0,1,stress
2022-07-12,19963.61,20059.42,19240.0,19328.75,139506.45862,80.52,86.07,80.4,85.86,3851.949951171875,3873.409912109375,3802.360107421875,3818.800048828125,3817210000,27.13999938964844,27.75,25.81999969482422,27.290000915527344,-0.0323174914457519,-0.0092868684974937,0.743804616416762,0.1528696689530531,0.5987803405075117,0.1994345683139035,0.9886737029476196,0.2698837578587607,0.8586,0.2729000091552734,0.114795383583238,0.1200303402022203,0.2598196594924883,0.0734654408413699,-0.1300737029476195,0.0030162512965127,1,1,1,stress
2022-07-13,19331.28,20366.61,18910.94,20234.87,209250.24888,85.86,86.43,80.89,80.89,3779.669921875,3829.43994140625,3759.070068359375,3801.780029296875,4109390000,27.350000381469727,29.059999465942383,26.229999542236328,26.81999969482422,0.0458137289877042,-0.0044668641118166,0.7650508892830775,0.1407577454398764,0.6167839576325892,0.2005966132637723,1.0033690514770743,0.2579939367367566,0.8089,0.2681999969482422,0.0438491107169224,0.1274422515083658,0.1921160423674107,0.0676033836844699,-0.1944690514770743,0.0102060602114856,1,0,1,stress
2022-07-14,20234.87,20900.0,19616.07,20588.84,174809.21696,80.89,84.68,79.51,81.35,3763.989990234375,3796.409912109375,3721.56005859375,3790.3798828125,4199690000,27.469999313354492,28.450000762939453,26.200000762939453,26.399999618530273,0.0173418276292754,-0.0030031388127643,0.7230648555730131,0.1400723751573397,0.5725042863588065,0.1970693921097023,0.9453067261350804,0.2578036471391884,0.8134999999999999,0.2639999961853027,0.0904351444269867,0.123927621027963,0.2409957136411934,0.0669306040756004,-0.1318067261350805,0.0061963490461143,1,0,1,stress
2022-07-15,20588.84,21200.0,20382.29,20830.04,143343.3049,81.35,81.45,77.99,78.7,3818.0,3863.6201171875,3817.179931640625,3863.159912109375,4143800000,26.719999313354492,26.719999313354492,24.1299991607666,24.229999542236328,0.0116469941538032,0.0190192316586336,0.717428838127696,0.186658681019295,0.5744847563062955,0.1675283959490704,0.9358743270501052,0.2650260301862525,0.787,0.2422999954223632,0.069571161872304,0.0556413144030682,0.2125152436937045,0.0747715994732928,-0.1488743270501051,-0.0227260347638892,1,0,1,stress
2022-07-18,20799.58,22777.63,20762.45,22432.58,239942.73132,81.29,83.39,79.8,83.39,3883.7900390625,3902.43994140625,3818.6298828125,3830.85009765625,4046870000,24.829999923706055,25.90999984741211,24.3799991607666,25.299999237060547,0.0741181908597491,-0.0083987424858359,0.7950872209302888,0.1631023749033959,0.6463439446962539,0.170390650790222,0.9642190172909084,0.2585029782704737,0.8339,0.2529999923706054,0.0388127790697111,0.0898976174672095,0.187556055303746,0.0826093415803834,-0.1303190172909084,-0.0055029858998682,1,0,1,stress
2022-07-19,22432.58,23800.0,21579.54,23396.62,263770.76574,83.38,84.5,81.15,82.9,3860.72998046875,3939.81005859375,3860.72998046875,3936.68994140625,4041070000,25.1200008392334,25.40999984741211,24.229999542236328,24.5,0.0420772010480724,0.0272535176437308,0.8221753754784132,0.2434997935269848,0.6500001647719196,0.186088442828688,0.9748030908504064,0.2693584706496297,0.8290000000000001,0.245,0.0068246245215868,0.0015002064730151,0.1789998352280805,0.0589115571713119,-0.1458030908504063,-0.0243584706496297,1,0,1,stress
2022-07-20,23398.48,24276.74,22906.19,23223.3,238762.17094,82.9,87.1,79.76,83.99,3935.320068359375,3974.1298828125,3922.030029296875,3959.89990234375,4185300000,24.229999542236328,24.729999542236328,23.399999618530273,23.8799991607666,-0.0074354824512422,0.0058784939410571,0.5661337827328157,0.2264264946776174,0.6497874621588194,0.1862446143462323,0.9565076247456116,0.2698792147299463,0.8399,0.238799991607666,0.2737662172671843,0.0123734969300486,0.1901125378411805,0.0525553772614337,-0.1166076247456116,-0.0310792231222802,1,0,1,stress
2022-07-21,23223.3,23442.77,22341.46,23152.19,184817.68191,83.99,85.37,82.37,82.38,3955.469970703125,3999.2900390625,3927.639892578125,3998.949951171875,4132790000,24.06999969482422,24.670000076293945,22.920000076293945,23.11000061035156,-0.0030667085449958,0.0098130666895046,0.4677763910284798,0.2081221993365072,0.6468488543291038,0.1808430263176369,0.9567040654653356,0.2699974530395756,0.8238,0.2311000061035155,0.3560236089715202,0.0229778067670083,0.1769511456708962,0.0502569797858786,-0.1329040654653356,-0.03889744693606,1,0,1,stress
2022-07-22,23152.19,23756.49,22500.0,22684.83,171598.43966,82.38,84.89,80.01,84.28,3998.429931640625,4012.43994140625,3938.860107421875,3961.6298828125,3979240000,23.299999237060547,23.809999465942383,22.40999984741211,23.030000686645508,-0.0203929573407481,-0.0093762872938138,0.5150029662084411,0.2207719777308417,0.6313264503783771,0.1864019825930549,0.9553471495149092,0.2695781664777063,0.8428,0.230300006866455,0.3277970337915589,0.0095280291356133,0.2114735496216229,0.0438980242734001,-0.1125471495149091,-0.0392781596112512,1,0,1,stress
2022-07-25,22577.13,22666.0,21250.0,21310.9,180344.76643,83.17,83.98,79.81,81.35,3965.719970703125,3975.300048828125,3943.4599609375,3966.840087890625,3568340000,24.329999923706055,24.56999969482422,23.190000534057617,23.36000061035156,-0.0624777402373111,0.0013143029733058,0.69841659493666,0.2149147696190157,0.6831647831099112,0.1864310995868181,0.9672959516123132,0.2608080132261801,0.8134999999999999,0.2336000061035155,0.1150834050633399,0.0186852364844998,0.1303352168900886,0.0471689065166974,-0.1537959516123133,-0.0272080071226644,1,0,1,stress
2022-07-26,21310.9,21347.82,20706.5,21254.67,177817.24326,81.35,82.87,80.08,81.39,3953.219970703125,3953.219970703125,3910.739990234375,3921.050048828125,3778950000,23.950000762939453,25.309999465942383,23.81999969482422,24.690000534057617,-0.0026420429802279,-0.0116103425992633,0.6979017726821397,0.2185252637244989,0.6800225571964111,0.195612448965263,0.9651464154356992,0.2482896795152131,0.8139,0.2469000053405761,0.1159982273178602,0.0283747416160772,0.1338774428035888,0.0512875563753131,-0.1512464154356992,-0.0013896741746369,1,0,1,stress
2022-07-27,21254.67,23112.63,21042.53,22952.45,210971.19796,81.39,81.95,74.84,76.49,3951.429931640625,4039.56005859375,3951.429931640625,4023.610107421875,4112180000,24.270000457763672,24.40999984741211,23.020000457763672,23.239999771118164,0.0768480486898251,0.025820048778629,0.7096971056052035,0.2442494696125383,0.7242188143906904,0.214825296223296,0.6595812442893355,0.2289598764990129,0.7648999999999999,0.2323999977111816,0.0552028943947964,-0.0118494719013566,0.0406811856093095,0.0175747014878856,0.1053187557106644,0.0034401212121687,0,0,0,normal
2022-07-28,22954.31,24199.72,22582.13,23842.93,236029.0741,76.49,77.75,74.09,76.89,4026.1298828125,4078.949951171875,3992.969970703125,4072.429931640625,4413000000,23.329999923706055,23.540000915527344,22.219999313354492,22.329999923706055,0.0380630527083889,0.0120603197919128,0.7008321496449523,0.2052720173491415,0.7374772888855698,0.2182568508625868,0.6663409189211035,0.2298748915600233,0.7689,0.2232999992370605,0.0680678503550477,0.018027981887919,0.0314227111144301,0.0050431483744737,0.1025590810788965,-0.0065748923229627,0,0,0,normal
2022-07-29,23845.25,24442.66,23414.03,23773.75,198298.50623,76.89,77.69,73.34,75.03,4087.330078125,4140.14990234375,4079.219970703125,4130.2900390625,4616360000,22.1299991607666,22.15999984741211,21.209999084472656,21.329999923706055,-0.0029057065160629,0.0141077757817535,0.6986043418673171,0.2128156319542604,0.6291270854927704,0.2118560798467295,0.6644090920326925,0.2297110274930096,0.7503,0.2132999992370605,0.0516956581326828,0.0004843672828001,0.1211729145072295,0.001443919390331,0.0858909079673074,-0.016411028255949,0,0,0,normal
2022-08-01,23296.36,23509.68,22850.0,23268.01,144210.16219,78.66,78.66,77.02,77.69,4112.3798828125,4144.9501953125,4096.02001953125,4118.6298828125,4202810000,22.40999984741211,23.270000457763672,22.260000228881836,22.84000015258789,-0.0215025749905131,-0.0028270765449167,0.7142936538958666,0.2168254389108411,0.6157310473348833,0.2051140177364012,0.5928414406602491,0.2038956328200171,0.7768999999999999,0.2284000015258789,0.0626063461041332,0.0115745626150378,0.1611689526651166,0.0232859837894777,0.1840585593397508,0.0245043687058618,0,0,0,normal
2022-08-02,23266.9,23459.89,22654.37,22987.79,158073.28225,77.69,78.66,76.59,77.79,4104.2099609375,4140.47021484375,4079.81005859375,4091.18994140625,4727710000,24.079999923706055,24.68000030517578,22.670000076293945,23.93000030517578,-0.0121162504204261,-0.0066846883788709,0.7056967322282831,0.2102419862390099,0.6053044125593681,0.2073851181289398,0.5947667026272438,0.2061429013120251,0.7779,0.2393000030517578,0.0722032677717169,0.0290580168127479,0.1725955874406319,0.0319148849228179,0.1831332973727562,0.0331571017397327,0,0,0,normal
2022-08-03,22985.93,23647.68,22681.22,22818.37,145948.80995,77.79,78.23,75.05,75.87,4107.9599609375,4167.66015625,4107.9599609375,4155.169921875,4351760000,23.86000061035156,23.920000076293945,21.68000030517578,21.950000762939453,-0.0073972920914354,0.0155174562700907,0.5562269652736495,0.2180533379453564,0.6078780040139632,0.2079991928026346,0.5950711016123491,0.2000566170919238,0.7587,0.2195000076293945,0.2024730347263506,0.0014466696840381,0.1508219959860368,0.0115008148267599,0.1636288983876509,0.0194433905374707,0,0,0,normal
2022-08-04,22816.91,23223.32,22400.0,22622.98,154854.67016,75.87,75.87,72.98,73.67,4154.85009765625,4161.2900390625,4135.419921875,4151.93994140625,4283320000,22.059999465942383,22.65999984741211,21.440000534057617,21.440000534057617,-0.0085997094791793,-0.0007776424495837,0.5629162355144022,0.1875565738851505,0.6111602076750533,0.2018864963225518,0.5845068618305724,0.1999577230074537,0.7367,0.2144000053405761,0.1737837644855978,0.0268434314554256,0.1255397923249467,0.0125135090180243,0.1521931381694276,0.0144422823331224,0,0,0,normal
2022-08-05,22622.41,23472.86,22586.95,23312.42,175251.69749,73.67,74.23,70.63,71.85,4115.8701171875,4151.580078125,4107.31005859375,4145.18994140625,4085940000,21.5,22.579999923706055,20.760000228881836,21.149999618530273,0.0300200619305776,-0.0016270690189191,0.3585957121243578,0.1470145576579462,0.5402661217186825,0.195004500038121,0.5702134670583386,0.1995665816574167,0.7184999999999999,0.2114999961853027,0.3599042878756421,0.0644854385273565,0.1782338782813174,0.0164954961471817,0.1482865329416612,0.011933414527886,0,0,0,normal
2022-08-08,23174.39,24245.0,23154.25,23810.0,170958.44152,73.6,76.12,72.82,75.17,4155.93017578125,4186.6201171875,4128.97021484375,4140.06005859375,4221090000,21.739999771118164,22.010000228881836,20.829999923706055,21.290000915527344,0.021119394736014,-0.0012383171221209,0.2965066282360553,0.1387741477119313,0.5175306030766078,0.1695780180232828,0.57251208986518,0.1824252117560953,0.7517,0.2129000091552734,0.4551933717639447,0.0741258614433421,0.2341693969233922,0.0433219911319906,0.17918791013482,0.0304747973991781,0,0,0,normal
2022-08-09,23810.98,23933.25,22865.0,23149.95,143182.50858,75.17,75.35,73.68,74.67,4133.10986328125,4137.2998046875,4112.08984375,4122.47021484375,3913090000,21.40999984741211,22.229999542236328,21.40999984741211,21.770000457763672,-0.0281130397960745,-0.0042577442359264,0.3413582514411529,0.1151804157820171,0.5315050139906247,0.1723654659671983,0.5745397687435405,0.182759533801633,0.7467,0.2177000045776367,0.4053417485588471,0.1025195887956196,0.2151949860093753,0.0453345386104384,0.1721602312564595,0.0349404707760037,0,0,0,normal
2022-08-10,23151.32,24226.0,22664.69,23954.05,208916.54953,74.67,75.85,70.87,70.87,4181.02001953125,4211.02978515625,4177.259765625,4210.240234375,4546010000,22.280000686645508,22.34000015258789,19.540000915527344,19.739999771118164,0.0341447911544965,0.0210671584604074,0.3811148130000071,0.169379093773446,0.5507484611175404,0.1871291164159227,0.5755871678211846,0.178416501705821,0.7087,0.1973999977111816,0.3275851869999929,0.0280209039377356,0.1579515388824596,0.0102708812952589,0.1331128321788154,0.0189834960053606,0,0,0,normal
2022-08-11,23954.05,24918.54,23852.13,23934.39,249759.79557,70.87,72.97,70.1,71.48,4227.39990234375,4257.91015625,4201.41015625,4207.27001953125,4630200000,19.84000015258789,20.850000381469727,19.709999084472656,20.200000762939453,-0.0008210750278983,-0.0007057229222018,0.3666156094926373,0.1582420567009471,0.5412020353389152,0.1788362602186487,0.5745280830079247,0.1784152980752056,0.7148,0.2020000076293945,0.3481843905073627,0.0437579509284474,0.1735979646610848,0.0231637474107458,0.1402719169920753,0.0235847095541889,0,0,0,normal
2022-08-12,23933.09,24456.5,23583.0,24403.68,174207.5704,71.48,71.62,69.71,70.27,4225.02001953125,4280.47021484375,4219.77978515625,4280.14990234375,3788010000,20.34000015258789,20.350000381469727,19.1200008392334,19.530000686645508,0.0194176037698489,0.0171740469514926,0.3614492718593248,0.16353126221516,0.4506601233131784,0.1862148847441145,0.5740720381083992,0.1790797163747521,0.7027,0.195300006866455,0.3412507281406752,0.031768744651295,0.2520398766868216,0.0090851221223405,0.1286279618916007,0.0162202904917029,0,0,0,normal
2022-08-15,24305.25,25211.32,23773.22,24094.82,242539.54758,70.89,71.1,68.94,70.2,4269.3701171875,4301.7900390625,4256.89990234375,4297.14013671875,3696830000,20.739999771118164,21.15999984741211,19.809999465942383,19.950000762939453,-0.0127370609643014,0.0039616840562331,0.3709249345976021,0.1598627929950267,0.4579861746502332,0.1695680576939971,0.5643251356087389,0.1780476683909495,0.7020000000000001,0.1995000076293945,0.3310750654023979,0.0396372146343678,0.2440138253497668,0.0299319499353974,0.1376748643912612,0.021452339238445,0,0,0,normal
2022-08-16,24093.04,24247.49,23671.22,23854.74,179324.94821,70.2,71.61,69.76,71.55,4290.4599609375,4325.27978515625,4277.77001953125,4305.2001953125,4329820000,20.229999542236328,20.38999938964844,19.5,19.690000534057617,-0.0100139399087299,0.0018739228259478,0.3530022185403001,0.1551604011018698,0.3419630836109233,0.1455258099777138,0.5546817086203719,0.1780170791267773,0.7155,0.1969000053405761,0.3624977814596999,0.0417396042387063,0.3735369163890767,0.0513741953628623,0.1608182913796281,0.0188829262137988,0,0,0,normal
2022-08-17,23856.15,24446.71,23180.4,23342.66,210668.68766,71.55,75.42,70.68,75.32,4280.39990234375,4302.18017578125,4253.080078125,4274.0400390625,3885030000,19.739999771118164,20.6299991607666,19.40999984741211,19.899999618530273,-0.0217003519236227,-0.007264114867648,0.3556272396355901,0.1695507034250587,0.3153072678253715,0.1499464932420014,0.5586370321857957,0.1809299819116703,0.7532,0.1989999961853027,0.3975727603644098,0.029449292760244,0.4378927321746285,0.0490535029433013,0.1945629678142042,0.0180700142736324,0,0,0,normal
2022-08-18,23342.66,23600.0,23111.04,23191.2,144185.97011,74.09,75.05,73.44,74.82,4273.1298828125,4292.52978515625,4261.97998046875,4283.740234375,3340330000,20.510000228881836,20.61000061035156,19.43000030517578,19.559999465942383,-0.0065096914314182,0.0022669896063847,0.3120814504885016,0.1595392461506747,0.3159854948810417,0.1418299426026286,0.5419484512571251,0.1777312624263892,0.7482,0.1955999946594238,0.4361185495114983,0.0360607485087491,0.4322145051189582,0.0537700520567952,0.2062515487428748,0.0178687322330346,0,0,0,normal
2022-08-19,23191.45,23208.67,20783.57,20834.39,283995.87747,74.82,82.7,74.76,81.24,4266.31005859375,4266.31005859375,4218.7001953125,4228.47998046875,3761340000,20.15999984741211,21.270000457763672,20.079999923706055,20.600000381469727,-0.107167909583041,-0.0129839287130388,0.643428328233274,0.1503855652955168,0.5454073977930197,0.155280066458793,0.6281206225309173,0.1834681782124093,0.8123999999999999,0.2060000038146972,0.1689716717667259,0.0556144385191804,0.2669926022069802,0.0507199373559042,0.1842793774690826,0.0225318256022879,0,0,0,normal
2022-08-22,21516.7,21548.71,20890.18,21399.83,222222.04526,79.02,80.97,78.42,80.35,4195.080078125,4195.080078125,4129.85986328125,4137.990234375,3907430000,22.40999984741211,24.6200008392334,22.38999938964844,23.799999237060547,0.0267779912829886,-0.0216323664664945,0.6969430235346487,0.2017602618906415,0.5642054079536597,0.181926086455803,0.5883362335873575,0.1923559312810916,0.8035,0.2379999923706054,0.1065569764653513,0.0362397304799639,0.2392945920463403,0.0560739059148024,0.2151637664126424,0.0456440610895138,0,0,0,normal
2022-08-23,21400.75,21684.87,20890.14,21529.12,200967.77164,80.35,80.47,77.73,77.78,4133.08984375,4159.77001953125,4124.02978515625,4128.72998046875,3823520000,24.1299991607666,24.209999084472656,23.06999969482422,24.11000061035156,0.0060234592697346,-0.0022403704344374,0.6725698230670589,0.149667811449685,0.5660222872217824,0.1692615202425646,0.579146171638858,0.1897124486874446,0.7778,0.2411000061035156,0.1052301769329411,0.0914321946538306,0.2117777127782176,0.0718384858609509,0.1986538283611421,0.0513875574160709,0,0,0,normal
2022-08-24,21529.11,21900.0,21145.0,21368.08,174383.22046,77.78,78.37,73.91,75.59,4126.5498046875,4156.56005859375,4119.97021484375,4140.77001953125,3583630000,24.3700008392334,24.86000061035156,22.729999542236328,22.81999969482422,-0.007508217623966,0.0029119166987241,0.6749843274244606,0.1470953925779827,0.5658750379229927,0.1698484027832721,0.5658341027317695,0.1885252715085438,0.7559,0.2281999969482422,0.0809156725755394,0.0811046043702594,0.1900249620770073,0.0583515941649701,0.1900658972682305,0.0396747254396983,0,0,0,normal
2022-08-25,21368.05,21819.88,21310.15,21559.04,169915.78301,75.59,75.59,72.66,73.83,4153.259765625,4200.5400390625,4147.58984375,4199.1201171875,3566870000,22.40999984741211,23.1299991607666,21.770000457763672,21.780000686645508,0.0088969984309869,0.013993241836107,0.6926940880970616,0.184995174967879,0.5480178091998729,0.1799210105305638,0.5643480125636068,0.1903687882705498,0.7383,0.217800006866455,0.0456059119029383,0.032804831898576,0.1902821908001271,0.0378789963358912,0.1739519874363931,0.0274312185959052,0,0,0,normal
2022-08-26,21559.04,21886.77,20107.9,20241.05,273811.61955,73.83,75.64,70.61,72.6,4198.740234375,4203.0400390625,4057.659912109375,4057.659912109375,3832750000,22.06999969482422,25.899999618530273,21.670000076293945,25.559999465942383,-0.0630824976037437,-0.0342685763170395,0.752767340581848,0.2624289061913274,0.5837530020387443,0.2340462088391861,0.5935194686140511,0.2136361393535124,0.726,0.2555999946594238,-0.026767340581848,-0.0068289115319035,0.1422469979612557,0.0215537858202377,0.1324805313859488,0.0419638553059114,0,0,0,normal
2022-08-29,19555.61,20433.62,19550.79,20285.73,210509.49545,76.16,76.92,72.75,73.2,4034.580078125,4062.989990234375,4017.419921875,4030.610107421875,3396510000,26.86000061035156,27.670000076293945,25.469999313354492,26.209999084472656,0.0022049626495035,-0.0066886751973248,0.7612731214512017,0.2539046610820424,0.5812940026764448,0.2348402321685713,0.5494342750013179,0.2129945853782839,0.732,0.2620999908447265,-0.0292731214512017,0.0081953297626841,0.1507059973235551,0.0272597586761552,0.182565724998682,0.0491054054664426,0,0,0,normal
2022-08-30,20287.2,20576.25,19540.0,19811.66,256634.35529,73.2,77.69,71.62,75.78,4041.25,4044.97998046875,3965.2099609375,3986.159912109375,3835860000,25.75,27.690000534057617,25.1299991607666,26.209999084472656,-0.0236470299311744,-0.011089416492117,0.4614716597918587,0.2528146478135504,0.5480700425349038,0.2132883616491701,0.5350427639423893,0.2017034048598132,0.7578,0.2620999908447265,0.2963283402081413,0.0092853430311761,0.2097299574650962,0.0488116291955564,0.2227572360576107,0.0603965859849133,0,0,0,normal
2022-08-31,19813.03,20490.0,19797.94,20050.02,276946.60765,75.78,76.01,71.17,75.04,4000.669921875,4015.3701171875,3954.530029296875,3955.0,4542490000,25.86000061035156,26.6200008392334,25.309999465942383,25.8700008392334,0.0119594979959549,-0.007847738208153,0.422585739331843,0.2355193999310411,0.5564476088328636,0.2133630807357193,0.5373946344631649,0.2023953455357687,0.7504000000000001,0.258700008392334,0.327814260668157,0.0231806084612928,0.1939523911671364,0.0453369276566146,0.2130053655368351,0.0563046628565652,0,0,0,normal
2022-09-01,20048.44,20208.37,19565.66,20131.46,245289.97263,75.04,79.91,74.45,77.83,3936.72998046875,3970.22998046875,3903.64990234375,3966.85009765625,4152250000,26.8799991607666,27.450000762939453,25.25,25.559999465942383,0.0040536143276475,0.0029917522671948,0.4197399460529835,0.2414746685646929,0.542938669058318,0.1930619359775365,0.5380013217953147,0.2004657113597545,0.7783,0.2555999946594238,0.3585600539470165,0.0141253260947309,0.235361330941682,0.0625380586818873,0.2402986782046853,0.0551342832996693,0,0,0,normal
2022-09-02,20132.64,20441.26,19755.29,19951.86,245986.6033,77.83,77.83,72.23,74.66,3994.659912109375,4018.429931640625,3906.2099609375,3924.260009765625,3665850000,25.510000228881836,26.280000686645508,23.190000534057617,25.469999313354492,-0.0089613935133172,-0.0107945525707243,0.4195278960557754,0.2348231865149712,0.5433109175267496,0.1892608142563052,0.5361132975793567,0.2010668724858055,0.7465999999999999,0.2546999931335449,0.3270721039442245,0.0198768066185737,0.2032890824732502,0.0654391788772397,0.2104867024206432,0.0536331206477394,0,0,0,normal
2022-09-06,19795.34,20180.0,18649.51,18790.61,356315.05718,76.88,81.46,74.97,81.46,3930.889892578125,3942.550048828125,3886.75,3908.18994140625,4127340000,25.459999084472656,27.799999237060547,25.329999923706055,26.90999984741211,-0.0599650950975818,-0.0041034646908951,0.4884505756615536,0.1843848284709004,0.5774018597172278,0.1858117165761201,0.5337874869964193,0.2012981578103473,0.8146,0.2690999984741211,0.3261494243384464,0.0847151700032206,0.2371981402827722,0.0832882818980009,0.2808125130035807,0.0678018406637737,0,0,0,normal
2022-09-07,18790.61,19464.06,18510.77,19292.84,287394.7788,81.46,84.32,75.62,76.12,3909.429931640625,3987.889892578125,3906.030029296875,3979.8701171875,3890320000,26.93000030517578,27.149999618530273,24.540000915527344,24.63999938964844,0.02637676564806,0.0181748486661698,0.4474296868849259,0.1650246558854834,0.6052441871052441,0.2140699407887355,0.5410970684231619,0.2054751658285839,0.7612000000000001,0.2463999938964844,0.3137703131150742,0.081375338011001,0.155955812894756,0.0323300531077488,0.2201029315768382,0.0409248280679004,0,0,0,normal
2022-09-08,19292.85,19458.25,19012.0,19319.77,262813.28273,76.12,76.14,74.09,75.72,3959.93994140625,4010.5,3944.81005859375,4006.179931640625,3966850000,24.700000762939453,25.899999618530273,23.559999465942383,23.61000061035156,0.001394881328481,0.0065889668804424,0.4467667274525186,0.1708917259050006,0.6079648948461872,0.2177050942129419,0.4853895286947087,0.1919970928176183,0.7572,0.2361000061035156,0.3104332725474814,0.0652082801985149,0.1492351051538127,0.0183949118905736,0.2718104713052913,0.0441029132858973,0,0,0,normal
2022-09-09,19320.54,21597.22,19291.75,21360.11,428919.74652,75.72,77.73,72.02,75.12,4022.93994140625,4076.81005859375,4022.93994140625,4067.360107421875,3901940000,23.489999771118164,23.56999969482422,22.63999938964844,22.790000915527344,0.1003962399398629,0.015156014981211,0.7614147906545662,0.1773934398309498,0.622659154648706,0.2295736491745511,0.5618685093118704,0.1939072643039423,0.7512000000000001,0.2279000091552734,-0.010214790654566,0.0505065693243236,0.128540845351294,-0.0016736400192776,0.1893314906881297,0.0339927448513311,0,0,0,normal
